counter,date,time,date_time,total
06032013,2013-06-06,12:00:00 AM,2013-06-06T00:00:00Z,24
06032013,2013-06-06,1:00:00 AM,2013-06-06T01:00:00Z,12
06032013,2013-06-06,2:00:00 AM,2013-06-06T02:00:00Z,10
06032013,2013-06-06,3:00:00 AM,2013-06-06T03:00:00Z,5
06032013,2013-06-06,4:00:00 AM,2013-06-06T04:00:00Z,26
06032013,2013-06-06,5:00:00 AM,2013-06-06T05:00:00Z,74
06032013,2013-06-06,6:00:00 AM,2013-06-06T06:00:00Z,236
06032013,2013-06-06,7:00:00 AM,2013-06-06T07:00:00Z,582
06032013,2013-06-06,8:00:00 AM,2013-06-06T08:00:00Z,421
06032013,2013-06-06,9:00:00 AM,2013-06-06T09:00:00Z,308
06032013,2013-06-06,10:00:00 AM,2013-06-06T10:00:00Z,380
06032013,2013-06-06,11:00:00 AM,2013-06-06T11:00:00Z,355
06032013,2013-06-06,12:00:00 PM,2013-06-06T12:00:00Z,360
06032013,2013-06-06,1:00:00 PM,2013-06-06T13:00:00Z,386
06032013,2013-06-06,2:00:00 PM,2013-06-06T14:00:00Z,526
06032013,2013-06-06,3:00:00 PM,2013-06-06T15:00:00Z,520
06032013,2013-06-06,4:00:00 PM,2013-06-06T16:00:00Z,532
06032013,2013-06-06,5:00:00 PM,2013-06-06T17:00:00Z,562
06032013,2013-06-06,6:00:00 PM,2013-06-06T18:00:00Z,348
06032013,2013-06-06,7:00:00 PM,2013-06-06T19:00:00Z,276
06032013,2013-06-06,8:00:00 PM,2013-06-06T20:00:00Z,206
06032013,2013-06-06,9:00:00 PM,2013-06-06T21:00:00Z,150
06032013,2013-06-06,10:00:00 PM,2013-06-06T22:00:00Z,73
06032013,2013-06-06,11:00:00 PM,2013-06-06T23:00:00Z,35
06032013,2013-06-07,12:00:00 AM,2013-06-07T00:00:00Z,17
06032013,2013-06-07,1:00:00 AM,2013-06-07T01:00:00Z,14
06032013,2013-06-07,2:00:00 AM,2013-06-07T02:00:00Z,10
06032013,2013-06-07,3:00:00 AM,2013-06-07T03:00:00Z,8
06032013,2013-06-07,4:00:00 AM,2013-06-07T04:00:00Z,20
06032013,2013-06-07,5:00:00 AM,2013-06-07T05:00:00Z,80
06032013,2013-06-07,6:00:00 AM,2013-06-07T06:00:00Z,240
06032013,2013-06-07,7:00:00 AM,2013-06-07T07:00:00Z,492
06032013,2013-06-07,8:00:00 AM,2013-06-07T08:00:00Z,396
06032013,2013-06-07,9:00:00 AM,2013-06-07T09:00:00Z,298
06032013,2013-06-07,10:00:00 AM,2013-06-07T10:00:00Z,268
62295051,2013-05-28,10:00:00 AM,2013-05-28T10:00:00Z,882
62295051,2013-05-28,11:00:00 AM,2013-05-28T11:00:00Z,804
62295051,2013-05-28,12:00:00 PM,2013-05-28T12:00:00Z,868
62295051,2013-05-28,1:00:00 PM,2013-05-28T13:00:00Z,814
62295051,2013-05-28,2:00:00 PM,2013-05-28T14:00:00Z,840
62295051,2013-05-28,3:00:00 PM,2013-05-28T15:00:00Z,1007
62295051,2013-05-28,4:00:00 PM,2013-05-28T16:00:00Z,968
62295051,2013-05-28,5:00:00 PM,2013-05-28T17:00:00Z,889
62295051,2013-05-28,6:00:00 PM,2013-05-28T18:00:00Z,574
62295051,2013-05-28,7:00:00 PM,2013-05-28T19:00:00Z,438
62295051,2013-05-28,8:00:00 PM,2013-05-28T20:00:00Z,300
62295051,2013-05-28,9:00:00 PM,2013-05-28T21:00:00Z,215
62295051,2013-05-28,10:00:00 PM,2013-05-28T22:00:00Z,100
62295051,2013-05-28,11:00:00 PM,2013-05-28T23:00:00Z,59
62295051,2013-05-29,12:00:00 AM,2013-05-29T00:00:00Z,38
62295051,2013-05-29,1:00:00 AM,2013-05-29T01:00:00Z,18
62295051,2013-05-29,2:00:00 AM,2013-05-29T02:00:00Z,9
62295051,2013-05-29,3:00:00 AM,2013-05-29T03:00:00Z,29
62295051,2013-05-29,4:00:00 AM,2013-05-29T04:00:00Z,50
62295051,2013-05-29,5:00:00 AM,2013-05-29T05:00:00Z,174
62295051,2013-05-29,6:00:00 AM,2013-05-29T06:00:00Z,505
62295051,2013-05-29,7:00:00 AM,2013-05-29T07:00:00Z,821
62295051,2013-05-29,8:00:00 AM,2013-05-29T08:00:00Z,818
62295051,2013-05-29,9:00:00 AM,2013-05-29T09:00:00Z,805
62295051,2013-05-29,10:00:00 AM,2013-05-29T10:00:00Z,835
62295051,2013-05-29,11:00:00 AM,2013-05-29T11:00:00Z,749
62295051,2013-05-29,12:00:00 PM,2013-05-29T12:00:00Z,800
62295051,2013-05-29,1:00:00 PM,2013-05-29T13:00:00Z,798
62295051,2013-05-29,2:00:00 PM,2013-05-29T14:00:00Z,858
62295051,2013-05-29,3:00:00 PM,2013-05-29T15:00:00Z,952
62295051,2013-05-29,4:00:00 PM,2013-05-29T16:00:00Z,950
62295051,2013-05-29,5:00:00 PM,2013-05-29T17:00:00Z,858
62295051,2013-05-29,6:00:00 PM,2013-05-29T18:00:00Z,573
62295051,2013-05-29,7:00:00 PM,2013-05-29T19:00:00Z,399
62295051,2013-05-29,8:00:00 PM,2013-05-29T20:00:00Z,258
62295051,2013-05-29,9:00:00 PM,2013-05-29T21:00:00Z,206
62295051,2013-05-29,10:00:00 PM,2013-05-29T22:00:00Z,90
62295051,2013-05-29,11:00:00 PM,2013-05-29T23:00:00Z,72
62295051,2013-05-30,12:00:00 AM,2013-05-30T00:00:00Z,31
62295051,2013-05-30,1:00:00 AM,2013-05-30T01:00:00Z,16
62295051,2013-05-30,2:00:00 AM,2013-05-30T02:00:00Z,14
62295051,2013-05-30,3:00:00 AM,2013-05-30T03:00:00Z,26
62295051,2013-05-30,4:00:00 AM,2013-05-30T04:00:00Z,53
62295051,2013-05-30,5:00:00 AM,2013-05-30T05:00:00Z,165
62295051,2013-05-30,6:00:00 AM,2013-05-30T06:00:00Z,534
62295051,2013-05-30,7:00:00 AM,2013-05-30T07:00:00Z,805
62295051,2013-05-30,8:00:00 AM,2013-05-30T08:00:00Z,849
62295051,2013-05-30,9:00:00 AM,2013-05-30T09:00:00Z,815
62295051,2013-05-30,10:00:00 AM,2013-05-30T10:00:00Z,769
62295051,2013-05-30,11:00:00 AM,2013-05-30T11:00:00Z,811
62295051,2013-05-30,12:00:00 PM,2013-05-30T12:00:00Z,803
62295051,2013-05-30,1:00:00 PM,2013-05-30T13:00:00Z,862
62295051,2013-05-30,2:00:00 PM,2013-05-30T14:00:00Z,923
62295051,2013-05-30,3:00:00 PM,2013-05-30T15:00:00Z,967
62295051,2013-05-30,4:00:00 PM,2013-05-30T16:00:00Z,1030
62295051,2013-05-30,5:00:00 PM,2013-05-30T17:00:00Z,926
62295051,2013-05-30,6:00:00 PM,2013-05-30T18:00:00Z,682
62295051,2013-05-30,7:00:00 PM,2013-05-30T19:00:00Z,496
62295051,2013-05-30,8:00:00 PM,2013-05-30T20:00:00Z,392
62295051,2013-05-30,9:00:00 PM,2013-05-30T21:00:00Z,315
62295051,2013-05-30,10:00:00 PM,2013-05-30T22:00:00Z,152
62295051,2013-05-30,11:00:00 PM,2013-05-30T23:00:00Z,73
62295051,2013-05-31,12:00:00 AM,2013-05-31T00:00:00Z,46
62295051,2013-05-31,1:00:00 AM,2013-05-31T01:00:00Z,22
62295051,2013-05-31,2:00:00 AM,2013-05-31T02:00:00Z,10
62295051,2013-05-31,3:00:00 AM,2013-05-31T03:00:00Z,24
62295051,2013-05-31,4:00:00 AM,2013-05-31T04:00:00Z,46
62295051,2013-05-31,5:00:00 AM,2013-05-31T05:00:00Z,183
62295051,2013-05-31,6:00:00 AM,2013-05-31T06:00:00Z,500
62295051,2013-05-31,7:00:00 AM,2013-05-31T07:00:00Z,820
62295051,2013-05-31,8:00:00 AM,2013-05-31T08:00:00Z,889
62295051,2013-05-31,9:00:00 AM,2013-05-31T09:00:00Z,838
62295051,2013-05-31,10:00:00 AM,2013-05-31T10:00:00Z,878
62295051,2013-05-31,11:00:00 AM,2013-05-31T11:00:00Z,998
62295051,2013-05-31,12:00:00 PM,2013-05-31T12:00:00Z,924
62295051,2013-05-31,1:00:00 PM,2013-05-31T13:00:00Z,968
62295051,2013-05-31,2:00:00 PM,2013-05-31T14:00:00Z,1065
62295051,2013-05-31,3:00:00 PM,2013-05-31T15:00:00Z,1103
62295051,2013-05-31,4:00:00 PM,2013-05-31T16:00:00Z,1167
62295051,2013-05-31,5:00:00 PM,2013-05-31T17:00:00Z,1088
62295051,2013-05-31,6:00:00 PM,2013-05-31T18:00:00Z,882
62295051,2013-05-31,7:00:00 PM,2013-05-31T19:00:00Z,744
62295051,2013-05-31,8:00:00 PM,2013-05-31T20:00:00Z,633
62295051,2013-05-31,9:00:00 PM,2013-05-31T21:00:00Z,571
62295051,2013-05-31,10:00:00 PM,2013-05-31T22:00:00Z,312
62295051,2013-05-31,11:00:00 PM,2013-05-31T23:00:00Z,180
62295051,2013-06-01,12:00:00 AM,2013-06-01T00:00:00Z,71
62295051,2013-06-01,1:00:00 AM,2013-06-01T01:00:00Z,58
62295051,2013-06-01,2:00:00 AM,2013-06-01T02:00:00Z,36
62295051,2013-06-01,3:00:00 AM,2013-06-01T03:00:00Z,22
62295051,2013-06-01,4:00:00 AM,2013-06-01T04:00:00Z,44
62295051,2013-06-01,5:00:00 AM,2013-06-01T05:00:00Z,92
62295051,2013-06-01,6:00:00 AM,2013-06-01T06:00:00Z,270
62295051,2013-06-01,7:00:00 AM,2013-06-01T07:00:00Z,542
62295051,2013-06-01,8:00:00 AM,2013-06-01T08:00:00Z,671
62295051,2013-06-01,9:00:00 AM,2013-06-01T09:00:00Z,845
62295051,2013-06-01,10:00:00 AM,2013-06-01T10:00:00Z,1024
62295051,2013-06-01,11:00:00 AM,2013-06-01T11:00:00Z,1120
62295051,2013-06-01,12:00:00 PM,2013-06-01T12:00:00Z,1068
62295051,2013-06-01,1:00:00 PM,2013-06-01T13:00:00Z,1032
62295051,2013-06-01,2:00:00 PM,2013-06-01T14:00:00Z,942
62295051,2013-06-01,3:00:00 PM,2013-06-01T15:00:00Z,964
62295051,2013-06-01,4:00:00 PM,2013-06-01T16:00:00Z,1047
62295051,2013-06-01,5:00:00 PM,2013-06-01T17:00:00Z,901
62295051,2013-06-01,6:00:00 PM,2013-06-01T18:00:00Z,860
62295051,2013-06-01,7:00:00 PM,2013-06-01T19:00:00Z,614
62295051,2013-06-01,8:00:00 PM,2013-06-01T20:00:00Z,518
62295051,2013-06-01,9:00:00 PM,2013-06-01T21:00:00Z,476
62295051,2013-06-01,10:00:00 PM,2013-06-01T22:00:00Z,329
62295051,2013-06-01,11:00:00 PM,2013-06-01T23:00:00Z,247
62295051,2013-06-02,12:00:00 AM,2013-06-02T00:00:00Z,94
62295051,2013-06-02,1:00:00 AM,2013-06-02T01:00:00Z,59
62295051,2013-06-02,2:00:00 AM,2013-06-02T02:00:00Z,32
62295051,2013-06-02,3:00:00 AM,2013-06-02T03:00:00Z,14
62295051,2013-06-02,4:00:00 AM,2013-06-02T04:00:00Z,48
62295051,2013-06-02,5:00:00 AM,2013-06-02T05:00:00Z,69
62295051,2013-06-02,6:00:00 AM,2013-06-02T06:00:00Z,154
62295051,2013-06-02,7:00:00 AM,2013-06-02T07:00:00Z,435
62295051,2013-06-02,8:00:00 AM,2013-06-02T08:00:00Z,544
62295051,2013-06-02,9:00:00 AM,2013-06-02T09:00:00Z,793
62295051,2013-06-02,10:00:00 AM,2013-06-02T10:00:00Z,950
62295051,2013-06-02,11:00:00 AM,2013-06-02T11:00:00Z,1046
62295051,2013-06-02,12:00:00 PM,2013-06-02T12:00:00Z,1035
62295051,2013-06-02,1:00:00 PM,2013-06-02T13:00:00Z,988
62295051,2013-06-02,2:00:00 PM,2013-06-02T14:00:00Z,950
62295051,2013-06-02,3:00:00 PM,2013-06-02T15:00:00Z,983
62295051,2013-06-02,4:00:00 PM,2013-06-02T16:00:00Z,932
62295051,2013-06-02,5:00:00 PM,2013-06-02T17:00:00Z,807
62295051,2013-06-02,6:00:00 PM,2013-06-02T18:00:00Z,603
62295051,2013-06-02,7:00:00 PM,2013-06-02T19:00:00Z,448
62295051,2013-06-02,8:00:00 PM,2013-06-02T20:00:00Z,266
62295051,2013-06-02,9:00:00 PM,2013-06-02T21:00:00Z,224
62295051,2013-06-02,10:00:00 PM,2013-06-02T22:00:00Z,102
62295051,2013-06-02,11:00:00 PM,2013-06-02T23:00:00Z,48
62295051,2013-06-03,12:00:00 AM,2013-06-03T00:00:00Z,34
62295051,2013-06-03,1:00:00 AM,2013-06-03T01:00:00Z,13
62295051,2013-06-03,2:00:00 AM,2013-06-03T02:00:00Z,12
62295051,2013-06-03,3:00:00 AM,2013-06-03T03:00:00Z,28
62295051,2013-06-03,4:00:00 AM,2013-06-03T04:00:00Z,77
62295051,2013-06-03,5:00:00 AM,2013-06-03T05:00:00Z,216
62295051,2013-06-03,6:00:00 AM,2013-06-03T06:00:00Z,574
62295051,2013-06-03,7:00:00 AM,2013-06-03T07:00:00Z,806
62295051,2013-06-03,8:00:00 AM,2013-06-03T08:00:00Z,799
81295014,2013-05-28,2:00:00 PM,2013-05-28T14:00:00Z,328
81295014,2013-05-28,3:00:00 PM,2013-05-28T15:00:00Z,286
81295014,2013-05-28,4:00:00 PM,2013-05-28T16:00:00Z,258
81295014,2013-05-28,5:00:00 PM,2013-05-28T17:00:00Z,259
81295014,2013-05-28,6:00:00 PM,2013-05-28T18:00:00Z,235
81295014,2013-05-28,7:00:00 PM,2013-05-28T19:00:00Z,188
81295014,2013-05-28,8:00:00 PM,2013-05-28T20:00:00Z,97
81295014,2013-05-28,9:00:00 PM,2013-05-28T21:00:00Z,72
81295014,2013-05-28,10:00:00 PM,2013-05-28T22:00:00Z,32
81295014,2013-05-28,11:00:00 PM,2013-05-28T23:00:00Z,10
81295014,2013-05-29,12:00:00 AM,2013-05-29T00:00:00Z,5
81295014,2013-05-29,1:00:00 AM,2013-05-29T01:00:00Z,5
81295014,2013-05-29,2:00:00 AM,2013-05-29T02:00:00Z,4
81295014,2013-05-29,3:00:00 AM,2013-05-29T03:00:00Z,5
81295014,2013-05-29,4:00:00 AM,2013-05-29T04:00:00Z,15
81295014,2013-05-29,5:00:00 AM,2013-05-29T05:00:00Z,67
81295014,2013-05-29,6:00:00 AM,2013-05-29T06:00:00Z,159
81295014,2013-05-29,7:00:00 AM,2013-05-29T07:00:00Z,227
81295014,2013-05-29,8:00:00 AM,2013-05-29T08:00:00Z,242
81295014,2013-05-29,9:00:00 AM,2013-05-29T09:00:00Z,207
81295014,2013-05-29,10:00:00 AM,2013-05-29T10:00:00Z,198
81295014,2013-05-29,11:00:00 AM,2013-05-29T11:00:00Z,218
81295014,2013-05-29,12:00:00 PM,2013-05-29T12:00:00Z,193
81295014,2013-05-29,1:00:00 PM,2013-05-29T13:00:00Z,240
81295014,2013-05-29,2:00:00 PM,2013-05-29T14:00:00Z,235
81295014,2013-05-29,3:00:00 PM,2013-05-29T15:00:00Z,205
81295014,2013-05-29,4:00:00 PM,2013-05-29T16:00:00Z,257
81295014,2013-05-29,5:00:00 PM,2013-05-29T17:00:00Z,240
81295014,2013-05-29,6:00:00 PM,2013-05-29T18:00:00Z,146
81295014,2013-05-29,7:00:00 PM,2013-05-29T19:00:00Z,117
81295014,2013-05-29,8:00:00 PM,2013-05-29T20:00:00Z,65
81295014,2013-05-29,9:00:00 PM,2013-05-29T21:00:00Z,54
81295014,2013-05-29,10:00:00 PM,2013-05-29T22:00:00Z,28
81295014,2013-05-29,11:00:00 PM,2013-05-29T23:00:00Z,9
81295014,2013-05-30,12:00:00 AM,2013-05-30T00:00:00Z,9
81295014,2013-05-30,1:00:00 AM,2013-05-30T01:00:00Z,5
81295014,2013-05-30,2:00:00 AM,2013-05-30T02:00:00Z,5
81295014,2013-05-30,3:00:00 AM,2013-05-30T03:00:00Z,1
81295014,2013-05-30,4:00:00 AM,2013-05-30T04:00:00Z,17
81295014,2013-05-30,5:00:00 AM,2013-05-30T05:00:00Z,67
81295014,2013-05-30,6:00:00 AM,2013-05-30T06:00:00Z,163
81295014,2013-05-30,7:00:00 AM,2013-05-30T07:00:00Z,222
81295014,2013-05-30,8:00:00 AM,2013-05-30T08:00:00Z,330
81295014,2013-05-30,9:00:00 AM,2013-05-30T09:00:00Z,251
81295014,2013-05-30,10:00:00 AM,2013-05-30T10:00:00Z,254
81295014,2013-05-30,11:00:00 AM,2013-05-30T11:00:00Z,280
81295014,2013-05-30,12:00:00 PM,2013-05-30T12:00:00Z,266
81295014,2013-05-30,1:00:00 PM,2013-05-30T13:00:00Z,243
81295014,2013-05-30,2:00:00 PM,2013-05-30T14:00:00Z,311
81295014,2013-05-30,3:00:00 PM,2013-05-30T15:00:00Z,259
81295014,2013-05-30,4:00:00 PM,2013-05-30T16:00:00Z,309
81295014,2013-05-30,5:00:00 PM,2013-05-30T17:00:00Z,285
81295014,2013-05-30,6:00:00 PM,2013-05-30T18:00:00Z,204
81295014,2013-05-30,7:00:00 PM,2013-05-30T19:00:00Z,172
81295014,2013-05-30,8:00:00 PM,2013-05-30T20:00:00Z,112
81295014,2013-05-30,9:00:00 PM,2013-05-30T21:00:00Z,85
81295014,2013-05-30,10:00:00 PM,2013-05-30T22:00:00Z,40
81295014,2013-05-30,11:00:00 PM,2013-05-30T23:00:00Z,22
81295014,2013-05-31,12:00:00 AM,2013-05-31T00:00:00Z,7
81295014,2013-05-31,1:00:00 AM,2013-05-31T01:00:00Z,2
81295014,2013-05-31,2:00:00 AM,2013-05-31T02:00:00Z,4
81295014,2013-05-31,3:00:00 AM,2013-05-31T03:00:00Z,5
81295014,2013-05-31,4:00:00 AM,2013-05-31T04:00:00Z,14
81295014,2013-05-31,5:00:00 AM,2013-05-31T05:00:00Z,76
81295014,2013-05-31,6:00:00 AM,2013-05-31T06:00:00Z,165
81295014,2013-05-31,7:00:00 AM,2013-05-31T07:00:00Z,235
81295014,2013-05-31,8:00:00 AM,2013-05-31T08:00:00Z,301
81295014,2013-05-31,9:00:00 AM,2013-05-31T09:00:00Z,291
81295014,2013-05-31,10:00:00 AM,2013-05-31T10:00:00Z,322
81295014,2013-05-31,11:00:00 AM,2013-05-31T11:00:00Z,289
81295014,2013-05-31,12:00:00 PM,2013-05-31T12:00:00Z,289
81295014,2013-05-31,1:00:00 PM,2013-05-31T13:00:00Z,294
81295014,2013-05-31,2:00:00 PM,2013-05-31T14:00:00Z,324
81295014,2013-05-31,3:00:00 PM,2013-05-31T15:00:00Z,344
81295014,2013-05-31,4:00:00 PM,2013-05-31T16:00:00Z,331
81295014,2013-05-31,5:00:00 PM,2013-05-31T17:00:00Z,306
81295014,2013-05-31,6:00:00 PM,2013-05-31T18:00:00Z,178
81295014,2013-05-31,7:00:00 PM,2013-05-31T19:00:00Z,165
81295014,2013-05-31,8:00:00 PM,2013-05-31T20:00:00Z,140
81295014,2013-05-31,9:00:00 PM,2013-05-31T21:00:00Z,91
81295014,2013-05-31,10:00:00 PM,2013-05-31T22:00:00Z,60
81295014,2013-05-31,11:00:00 PM,2013-05-31T23:00:00Z,29
81295014,2013-06-01,12:00:00 AM,2013-06-01T00:00:00Z,13
81295014,2013-06-01,1:00:00 AM,2013-06-01T01:00:00Z,10
81295014,2013-06-01,2:00:00 AM,2013-06-01T02:00:00Z,3
81295014,2013-06-01,3:00:00 AM,2013-06-01T03:00:00Z,8
81295014,2013-06-01,4:00:00 AM,2013-06-01T04:00:00Z,14
81295014,2013-06-01,5:00:00 AM,2013-06-01T05:00:00Z,25
81295014,2013-06-01,6:00:00 AM,2013-06-01T06:00:00Z,89
81295014,2013-06-01,7:00:00 AM,2013-06-01T07:00:00Z,145
81295014,2013-06-01,8:00:00 AM,2013-06-01T08:00:00Z,282
81295014,2013-06-01,9:00:00 AM,2013-06-01T09:00:00Z,323
81295014,2013-06-01,10:00:00 AM,2013-06-01T10:00:00Z,369
81295014,2013-06-01,11:00:00 AM,2013-06-01T11:00:00Z,379
81295014,2013-06-01,12:00:00 PM,2013-06-01T12:00:00Z,337
81295014,2013-06-01,1:00:00 PM,2013-06-01T13:00:00Z,244
81295014,2013-06-01,2:00:00 PM,2013-06-01T14:00:00Z,298
81295014,2013-06-01,3:00:00 PM,2013-06-01T15:00:00Z,333
81295014,2013-06-01,4:00:00 PM,2013-06-01T16:00:00Z,249
81295014,2013-06-01,5:00:00 PM,2013-06-01T17:00:00Z,234
81295014,2013-06-01,6:00:00 PM,2013-06-01T18:00:00Z,215
81295014,2013-06-01,7:00:00 PM,2013-06-01T19:00:00Z,151
81295014,2013-06-01,8:00:00 PM,2013-06-01T20:00:00Z,120
81295014,2013-06-01,9:00:00 PM,2013-06-01T21:00:00Z,72
81295014,2013-06-01,10:00:00 PM,2013-06-01T22:00:00Z,48
81295014,2013-06-01,11:00:00 PM,2013-06-01T23:00:00Z,38
81295014,2013-06-02,12:00:00 AM,2013-06-02T00:00:00Z,19
81295014,2013-06-02,1:00:00 AM,2013-06-02T01:00:00Z,12
81295014,2013-06-02,2:00:00 AM,2013-06-02T02:00:00Z,3
81295014,2013-06-02,3:00:00 AM,2013-06-02T03:00:00Z,4
81295014,2013-06-02,4:00:00 AM,2013-06-02T04:00:00Z,16
81295014,2013-06-02,5:00:00 AM,2013-06-02T05:00:00Z,14
81295014,2013-06-02,6:00:00 AM,2013-06-02T06:00:00Z,56
81295014,2013-06-02,7:00:00 AM,2013-06-02T07:00:00Z,124
81295014,2013-06-02,8:00:00 AM,2013-06-02T08:00:00Z,203
81295014,2013-06-02,9:00:00 AM,2013-06-02T09:00:00Z,298
81295014,2013-06-02,10:00:00 AM,2013-06-02T10:00:00Z,339
81295014,2013-06-02,11:00:00 AM,2013-06-02T11:00:00Z,316
81295014,2013-06-02,12:00:00 PM,2013-06-02T12:00:00Z,331
81295014,2013-06-02,1:00:00 PM,2013-06-02T13:00:00Z,304
81295014,2013-06-02,2:00:00 PM,2013-06-02T14:00:00Z,307
81295014,2013-06-02,3:00:00 PM,2013-06-02T15:00:00Z,322
81295014,2013-06-02,4:00:00 PM,2013-06-02T16:00:00Z,213
81295014,2013-06-02,5:00:00 PM,2013-06-02T17:00:00Z,147
81295014,2013-06-02,6:00:00 PM,2013-06-02T18:00:00Z,112
81295014,2013-06-02,7:00:00 PM,2013-06-02T19:00:00Z,79
81295014,2013-06-02,8:00:00 PM,2013-06-02T20:00:00Z,70
81295014,2013-06-02,9:00:00 PM,2013-06-02T21:00:00Z,47
81295014,2013-06-02,10:00:00 PM,2013-06-02T22:00:00Z,21
81295014,2013-06-02,11:00:00 PM,2013-06-02T23:00:00Z,19
81295014,2013-06-03,12:00:00 AM,2013-06-03T00:00:00Z,10
81295014,2013-06-03,1:00:00 AM,2013-06-03T01:00:00Z,6
81295014,2013-06-03,2:00:00 AM,2013-06-03T02:00:00Z,4
81295014,2013-06-03,3:00:00 AM,2013-06-03T03:00:00Z,3
81295014,2013-06-03,4:00:00 AM,2013-06-03T04:00:00Z,26
81295014,2013-06-03,5:00:00 AM,2013-06-03T05:00:00Z,67
81295014,2013-06-03,6:00:00 AM,2013-06-03T06:00:00Z,171
81295014,2013-06-03,7:00:00 AM,2013-06-03T07:00:00Z,235
81295014,2013-06-03,8:00:00 AM,2013-06-03T08:00:00Z,255
81295015,2013-05-28,2:00:00 PM,2013-05-28T14:00:00Z,352
81295015,2013-05-28,3:00:00 PM,2013-05-28T15:00:00Z,325
81295015,2013-05-28,4:00:00 PM,2013-05-28T16:00:00Z,382
81295015,2013-05-28,5:00:00 PM,2013-05-28T17:00:00Z,330
