GDSNAME,STATION,AREA,PERIMETER,COUNTERS,COUNTERSI,COUNTER,TYPE,Group,TYPE1,Cycle,CNTRNUM,Town,Location,OBJECTID1,UNIQUEID,SRI,MPSTART,MPEND,STREET,TOWNID,TOWNDOT,SECTLENGT,FUNCTSYST,FUNCTSY_1,URBANID,URBANNAME,TIER,TIERDESCR,LCLEGEND,LEGISCLAS,WINTERMAI,SUMMERMAI,OWNERSHIP,OWNERSHIP,HPMSOWNER,HPMSOWN_1,PLOWLEVEL,SURFTYPE,ROADWAYWI,NUMLANES,LANEWIDTH,SHLDRTYPE,SHLDRTY_1,SHLDRWIDT,SHLDRWI_1,DIRECTION,ISTOLL,ISNHS,NHS,NHSDESCR,ISTRK_ROU,COUNTYID,COUNTYNAM,EXECCOUNC,EXECCOU_1,COUNTERID,AADTCURR_,AADT,ROUTEHIOR,STREETALI,NODE1,NODE2,HPMSFACIL,HPMSFAC_1,HPMSTHRU_,COMBNUMS
CNTR:015051,015051,0,0,3735,3735,62015051,62,2015,L5,2,62015051,ANDOVER,NH 11 (SUNAPEE LAKE RD) EB-WB AT WILMOT TL,0,16467,S0000011__,41.365,41.456,Main St,015,ANDOVER,0.091,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,214,214,214,DISTRICT 2,1,State Highway Agency,2,Paved,40,2,12,Paved,Paved,8,8,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,62015051,2014,4956,NH 11,NH 11,6027,0025,2,Two-way roadway,2,62015051
CNTR:015012,015012,0,0,3736,3736,82015012,82,0,NA,0,82015012,ANDOVER,NA,0,22301,S0000004A_,23.613,23.914,NH Route 4A,015,ANDOVER,0.301,5,Major Collector,0,NA,3,Regional Corridors,State,II,210,210,210,DISTRICT 2,1,State Highway Agency,3,Paved,36,2,12,Paved,Paved,6,6,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82483054,2014,470,NH 4A,NH 4A,0196,0197,2,Two-way roadway,2,82015012
CNTR:015058,015058,0,0,3737,3737,82015058,82,0,NA,0,82015058,ANDOVER,NA,0,99316,L0150127__,0.012,0.056,Gale Rd,015,ANDOVER,0.044,0,No Functional System,0,NA,0,NA,Not Maintained,VI,NM,NM,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,12,2,6,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0662,0553,2,Two-way roadway,2,82015058
CNTR:015060,015060,0,0,3738,3738,82015060,82,2014,L4,1,82015060,ANDOVER,LAWRENCE RD OVER BLACKWATER RIVER,0,133255,L0150152__,0.088,0.191,Lawrence St,015,ANDOVER,0.103,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015060,2014,630,NA,NA,0161,0541,2,Two-way roadway,2,82015060
CNTR:015061,015061,0,0,3739,3739,82015061,82,2014,L4,1,82015061,ANDOVER,BRADLEY LAKE RD OVER BRADLEY BROOK SOUTH OF LAWRENCE RD,0,30576,L0150076__,0,0.744,Bradley Lake Rd,015,ANDOVER,0.744,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015061,2014,350,NA,NA,0036,0043,2,Two-way roadway,2,82015061
CNTR:015062,015062,0,0,3740,3740,82015062,82,2014,L4,1,82015062,ANDOVER,HALL RD OVER BRADLEY BROOK,0,114628,L0150074__,1.289,1.739,Hall Rd,015,ANDOVER,0.45,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,16,2,8,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015062,2014,20,NA,NA,0036,0655,2,Two-way roadway,2,82015062
CNTR:015053,015053,0,0,3741,3741,82015053,82,2014,L4,1,82015053,ANDOVER,US 4 (BLUE STAR HWY) AT BLACKWATER RIVER BRIDGE NEAR BEECH HILL RD,0,3408,U0000004__,41.59,41.78,Salisbury Hwy,015,ANDOVER,0.19,5,Major Collector,0,NA,2,Statewide Corridors - Other,State,I,210,210,210,DISTRICT 2,1,State Highway Agency,2,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015053,2014,2100,US 4,US 4,0148,0042,2,Two-way roadway,2,82015053
CNTR:02:015001,015001,0,0,3759,3759,02015001,02,2014,L3,1,2015001,ANDOVER,US 4 & NH 11 (MASCOMA VALLEY RD) EAST OF NO SHORT ST (EB-WB) (01015002-010*,0,26096,U0000004__,41.119,41.399,Main St,015,ANDOVER,0.28,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,210,210,210,DISTRICT 2,1,State Highway Agency,2,Paved,24,2,12,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,02015001,2014,4800,US 4,"NH 11,US 4",0156,0154,2,Two-way roadway,2,02015001
CNTR:039011,039011,0,0,3762,3762,82039011,82,2013,L4,3,82039011,BELMONT,NH 106 (LACONIA RD) AT GILMANTON TL,0,5695,S0000106__,17.976,18.067,Laconia Rd,039,BELMONT,0.091,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,316,316,316,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039011,2014,8000,NH 106,NH 106,6283,0007,2,Two-way roadway,2,82039011
CNTR:039055,039055,0,0,3763,3763,82039055,82,2014,L6,1,82039055,BELMONT,SHAKER RD AT NORTHFIELD TL,0,27869,L0390050__,0,0.644,Shaker Rd,039,BELMONT,0.644,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,Unpaved,Unpaved,0,3,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039055,2014,870,NA,NA,8162,0012,2,Two-way roadway,2,82039055
CNTR:039012,039012,0,0,3764,3764,82039012,82,0,NA,0,82039012,BELMONT,NA,0,96116,S0000106__,18.949,19.134,Laconia Rd,039,BELMONT,0.185,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,316,316,316,DISTRICT 3,1,State Highway Agency,2,Paved,60,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039011,2014,8000,NH 106,NH 106,0011,0014,2,Two-way roadway,2,82039012
CNTR:163086:706,163086,0,0,3765,3765,82163086,82,2013,L4,3,82163086,FRANKLIN,NH 127 UNDER STATE OF NH RR WEST OF US 3,0,10030,S0000127__,23.113,23.349,Old South Main St,163,FRANKLIN,0.236,5,Major Collector,31330,Tilton,3,Regional Corridors,State,II,211,211,211,DISTRICT 2,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,2,6,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,82163086,2014,1700,NH 127,NH 127,0056,0055,2,Two-way roadway,2,82163086
CNTR:163062:706,163062,0,0,3766,3766,82163062,82,2014,L4,1,82163062,FRANKLIN,US 3/NH 127 (SO. MAIN ST) SOUTH OF KENRICK FARM RD,0,6495,U0000003__,60.668,60.899,S Main St,163,FRANKLIN,0.231,4,Minor Arterial,31330,Tilton,5,Local Roads,State,IV,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,46,2,11,Paved,Paved,12,12,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,82163062,2014,7200,US 3,"NH 127,US 3",0055,1008,2,Two-way roadway,2,82163062
CNTR:163066,163066,0,0,3767,3767,82163066,82,2014,L4,1,82163066,FRANKLIN,NORTH RD AT SALISBURY TL,0,115676,L1630051__,0.761,0.884,North Rd,163,FRANKLIN,0.123,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,NA,0,0,NA,NA,1066,6129,2,Two-way roadway,2,82163066
CNTR:171052,171052,0,0,3768,3768,62171052,62,2013,L4,3,62171052,GILMANTON,NH 140 (GILMANTON RD EAST) AT ALTON TL,0,39097,S0000140__,16.325,16.947,NH Route 140,171,GILMANTON,0.622,5,Major Collector,0,NA,3,Regional Corridors,State,II,315,315,315,DISTRICT 3,1,State Highway Agency,3,Paved,22,2,11,None,None,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,62171052,2014,2000,NH 140,NH 140,0107,6006,2,Two-way roadway,2,62171052
CNTR:171058,171058,0,0,3769,3769,82171058,82,0,NA,0,82171058,GILMANTON,NA,0,12019,L1710089__,0.987,1.481,White Oak Rd,171,GILMANTON,0.494,6,Minor Collector,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,NA,0,0,NA,NA,0090,6019,2,Two-way roadway,2,82171058
CNTR:171012,171012,0,0,3771,3771,82171012,82,0,NA,0,82171012,GILMANTON,NA,0,35091,S0000140__,12.814,13.455,NH Route 140,171,GILMANTON,0.641,5,Major Collector,0,NA,3,Regional Corridors,State,II,315,315,315,DISTRICT 3,1,State Highway Agency,3,Paved,30,2,11,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82171061,2014,2281,NH 140,NH 140,0129,0289,2,Two-way roadway,2,82171012
CNTR:171013,171013,0,0,3772,3772,82171013,82,0,NA,0,82171013,GILMANTON,NA,0,32397,S0000140__,15.566,15.579,NH Route 140,171,GILMANTON,0.013,5,Major Collector,0,NA,3,Regional Corridors,State,II,315,315,315,DISTRICT 3,1,State Highway Agency,3,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82171061,2014,2281,NH 140,NH 140,0101,0100,2,Two-way roadway,2,82171013
CNTR:171060,171060,0,0,3773,3773,82171060,82,2015,L4,2,82171060,GILMANTON,ELM ST OVER SUNCOOK RIVER,0,25527,L1711155__,0,0.166,Elm St,171,GILMANTON,0.166,6,Minor Collector,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82171060,2014,1086,NA,NA,0093,0592,2,Two-way roadway,2,82171060
CNTR:171061,171061,0,0,3774,3774,82171061,82,2015,L4,2,82171061,GILMANTON,NH 140 OVER SUNCOOK RIVER,0,6901,S0000140__,14.447,15.218,NH Route 140,171,GILMANTON,0.771,5,Major Collector,0,NA,3,Regional Corridors,State,II,315,315,315,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82171061,2014,2281,NH 140,NH 140,0114,0104,2,Two-way roadway,2,82171061
CNTR:171062,171062,0,0,3775,3775,82171062,82,2015,L4,2,82171062,GILMANTON,CRYSTAL LAKE RD OVER SUNCOOK RIVER,0,115631,L1710050__,0.459,0.759,Crystal Lake Rd,171,GILMANTON,0.3,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82171062,2014,885,NA,NA,0566,0116,2,Two-way roadway,2,82171062
CNTR:171051,171051,0,0,3776,3776,82171051,82,2013,L4,3,82171051,GILMANTON,NH 107 (PROVINCE RD) SOUTH OF PRESCOTT RD,0,133626,S0000107__,55.894,56.333,Province Rd,171,GILMANTON,0.439,5,Major Collector,0,NA,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,30,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82171051,2014,1600,NH 107,NH 107,0224,0045,2,Two-way roadway,2,82171051
CNTR:171056,171056,0,0,3777,3777,82171056,82,2013,L4,3,82171056,GILMANTON,NH 140 WEST OF SAWTOOTH RD,0,47028,S0000140__,9.173,10.053,NH Route 140,171,GILMANTON,0.88,5,Major Collector,0,NA,3,Regional Corridors,State,II,315,315,315,DISTRICT 3,1,State Highway Agency,3,Paved,32,2,10,Paved,Paved,6,6,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82171056,2014,3200,NH 140,NH 140,0278,0139,2,Two-way roadway,2,82171056
CNTR:343068,343068,0,0,3784,3784,82343068,82,2015,L4,2,82343068,NORTHFIELD,KNOWLES POND RD OVER WHICHIER BROOK,0,42019,L3430085__,1.784,2.36,Knowles Pond Rd,343,NORTHFIELD,0.576,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,82343068,2014,128,NA,NA,0050,0047,2,Two-way roadway,2,82343068
CNTR:343069,343069,0,0,3785,3785,82343069,82,2015,L4,2,82343069,NORTHFIELD,SHAKER RD OVER WHICHIER BROOK,0,35844,L3430055__,2.648,3.096,Shaker Rd,343,NORTHFIELD,0.448,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,82343069,2014,128,NA,NA,0417,0047,2,Two-way roadway,2,82343069
CNTR:343043,343043,0,0,3786,3786,82343043,82,2013,L4,3,82343043,NORTHFIELD,BEAN HILL RD WEST OF GIFFORD DR,0,91646,L3430054__,0.366,0.853,Bean Hill Rd,343,NORTHFIELD,0.487,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,NA,0,0,NA,NA,0101,0485,2,Two-way roadway,2,82343043
CNTR:343042,343042,0,0,3787,3787,82343042,82,2013,L6,3,82343042,NORTHFIELD,NH 132 (HIGHLAND MT RD) NORTH OF MONTANA DR,0,33163,S0000132__,16.713,16.822,Highland Mtn Rd,343,NORTHFIELD,0.109,5,Major Collector,31330,Tilton,3,Regional Corridors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,4,Paved,28,2,10,Unpaved,Unpaved,0,8,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,82343042,2014,2500,NH 132,NH 132,0396,0104,2,Two-way roadway,2,82343042
CNTR:343067,343067,0,0,3788,3788,82343067,82,2015,L4,2,82343067,NORTHFIELD,FOREST RD OVER WILLIAMS BROOK,0,133357,L3430074__,1.183,1.406,Forrest Rd,343,NORTHFIELD,0.223,7,Local,31330,Tilton,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,82343067,0,0,NA,NA,0403,0359,2,Two-way roadway,2,82343067
CNTR:343063,343063,0,0,3789,3789,82343063,82,0,NA,0,82343063,NORTHFIELD,NA,0,23866,L3430072__,1.322,1.442,Sargent St,343,NORTHFIELD,0.12,7,Local,31330,Tilton,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,NA,0,0,NA,NA,0124,0126,2,Two-way roadway,2,82343063
CNTR:343045,343045,0,0,3790,3790,82343045,82,2013,L4,3,82343045,NORTHFIELD,NH 132 (PARK ST) NORTH OF SUMMER ST,0,42365,RS132__00C,0,0.054,NH 132 On ramp (NH 132),343,NORTHFIELD,0.054,5,Major Collector,31330,Tilton,3,Regional Corridors,State,I,525,525,525,DISTRICT 5,1,State Highway Agency,4,Paved,24,2,12,None,None,0,0,One way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,NA,0,0,NH 132 Off ramp (Summer St),NH 132 Off ramp (Summer St),0109,0105,5,Non mainline,0,82343045
CNTR:343066,343066,0,0,3791,3791,82343066,82,2015,L4,2,82343066,NORTHFIELD,SARGENT ST OVER WILLIAMS BROOK,0,133353,L3430073__,0.617,0.734,Zion Hill Rd,343,NORTHFIELD,0.117,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,NA,0,0,NA,NA,0448,0122,2,Two-way roadway,2,82343066
CNTR:343062,343062,0,0,3792,3792,82343062,82,0,NA,0,82343062,NORTHFIELD,NA,0,7363,L3430103__,0,0.286,Pleasant St,343,NORTHFIELD,0.286,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,NA,0,0,NA,NA,6091,0499,2,Two-way roadway,2,82343062
CNTR:401052,401052,0,0,3793,3793,62401052,62,0,NA,0,62401052,NA,NA,0,24697,U0000004__,43.243,43.472,Salisbury Hwy,015,ANDOVER,0.229,5,Major Collector,0,NA,2,Statewide Corridors - Other,State,I,210,210,210,DISTRICT 2,1,State Highway Agency,2,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,62401052,2014,2376,US 4,US 4,0052,6023,2,Two-way roadway,2,62401052
CNTR:039053,039053,0,0,3795,3795,62039053,62,2014,L6,1,62039053,BELMONT,NH 140 (GILMANTON RD) AT GILMANTON TL,0,50648,S0000140__,6.559,6.95,Gilmanton Rd,039,BELMONT,0.391,5,Major Collector,0,NA,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,30,2,11,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,62039053,2014,3000,NH 140,NH 140,0048,6282,2,Two-way roadway,2,62039053
CNTR:039061,039061,0,0,3796,3796,82039061,82,2014,L5,1,82039061,BELMONT,NH 140 (GILMANTON RD) EB-WB EAST OF NH 106,0,133591,S0000140__,5.073,5.128,Gilmanton Rd,039,BELMONT,0.055,5,Major Collector,0,NA,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039061,2014,3200,NH 140,NH 140,0770,0089,2,Two-way roadway,2,82039061
CNTR:039061,039061,0,0,3796,3796,82039061,82,2014,L5,1,82039061,BELMONT,NH 140 (GILMANTON RD) EB-WB EAST OF NH 106,0,133591,S0000140__,5.073,5.128,Gilmanton Rd,039,BELMONT,0.055,5,Major Collector,0,NA,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039061,2014,3200,NH 140,NH 140,0770,0089,2,Two-way roadway,2,81039013
CNTR:039061,039061,0,0,3796,3796,82039061,82,2014,L5,1,82039061,BELMONT,NH 140 (GILMANTON RD) EB-WB EAST OF NH 106,0,133591,S0000140__,5.073,5.128,Gilmanton Rd,039,BELMONT,0.055,5,Major Collector,0,NA,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039061,2014,3200,NH 140,NH 140,0770,0089,2,Two-way roadway,2,81039014
CNTR:039063,039063,0,0,3797,3797,82039063,82,2015,L4,2,82039063,BELMONT,CHURCH ST OVER TIOGA RIVER,0,52768,L0390167__,0,0.062,Fellows Mills Rd,039,BELMONT,0.062,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,NA,0,0,NA,NA,0285,0059,2,Two-way roadway,2,82039063
CNTR:039054,039054,0,0,3798,3798,62039054,62,2013,L4,3,62039054,BELMONT,NH 140 (DEPOT ST) AT NORTHFIELD TL,0,73909,S0000140__,1.053,1.736,Tilton Rd,343,NORTHFIELD,0.683,5,Major Collector,31330,Tilton,3,Regional Corridors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,3,Paved,42,2,12,Paved,Paved,9,9,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,62039054,2014,8000,NH 140,NH 140,0364,8159,2,Two-way roadway,2,62039054
CNTR:039060,039060,0,0,3799,3799,82039060,82,2015,L4,2,82039060,BELMONT,SOUTH RD OVER BELMONT RIVER,0,53864,L0390062__,0,0.717,South Rd,039,BELMONT,0.717,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039060,2014,747,NA,NA,0025,0028,2,Two-way roadway,2,82039060
CNTR:015063,015063,0,0,3800,3800,82015063,82,2014,L4,1,82015063,ANDOVER,MORRILL HILL RD OVER BROOK,0,25197,L0150110__,0,0.715,Morrill Hill Rd,015,ANDOVER,0.715,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015063,2014,130,NA,NA,0150,0125,2,Two-way roadway,2,82015063
CNTR:015057,015057,0,0,3801,3801,82015057,82,2015,L4,2,82015057,ANDOVER,NH 11 (FRANKLIN HWY) AT BOSTON & MAINE RR BETWEEN WEST SHORE DRIVE AND SCH*,0,46813,S0000011__,47.482,48.176,Franklin Hwy,015,ANDOVER,0.694,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,210,210,210,DISTRICT 2,1,State Highway Agency,2,Paved,24,2,12,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015057,2014,3034,NH 11,NH 11,0110,0546,2,Two-way roadway,2,82015057
CNTR:015064,015064,0,0,3802,3802,82015064,82,2014,L4,1,82015064,ANDOVER,PLAINS RD SOUTH OF NH 11,0,13221,L0150068__,1.865,1.951,Plains Rd,015,ANDOVER,0.086,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015064,2014,720,NA,NA,0109,0110,2,Two-way roadway,2,82015064
CNTR:015054,015054,0,0,3803,3803,82015054,82,2015,L5,2,82015054,ANDOVER,NH 11 (FRANKLIN HWY) EB-WB OF HORSESHOE POND RD,0,40750,S0000011__,46.018,46.376,Franklin Hwy,015,ANDOVER,0.358,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,210,210,210,DISTRICT 2,1,State Highway Agency,2,Paved,24,2,12,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015054,2014,3135,NH 11,NH 11,0149,0130,2,Two-way roadway,2,82015054
CNTR:015054,015054,0,0,3803,3803,82015054,82,2015,L5,2,82015054,ANDOVER,NH 11 (FRANKLIN HWY) EB-WB OF HORSESHOE POND RD,0,40750,S0000011__,46.018,46.376,Franklin Hwy,015,ANDOVER,0.358,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,210,210,210,DISTRICT 2,1,State Highway Agency,2,Paved,24,2,12,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015054,2014,3135,NH 11,NH 11,0149,0130,2,Two-way roadway,2,81015014
CNTR:015054,015054,0,0,3803,3803,82015054,82,2015,L5,2,82015054,ANDOVER,NH 11 (FRANKLIN HWY) EB-WB OF HORSESHOE POND RD,0,40750,S0000011__,46.018,46.376,Franklin Hwy,015,ANDOVER,0.358,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,210,210,210,DISTRICT 2,1,State Highway Agency,2,Paved,24,2,12,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,13,MERRIMACK,1,Dist 1 - Joeseph D. Kenney,82015054,2014,3135,NH 11,NH 11,0149,0130,2,Two-way roadway,2,81015013
CNTR:011085,011085,0,0,3804,3804,62011085,62,2015,L4,2,62011085,ALTON,NH 28 (SUNCOOK VALLEY RD) SOUTH OF NH 11,0,26854,S0000028__,62.975,63.544,Suncook Valley Rd,011,ALTON,0.569,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,315,315,315,DISTRICT 3,1,State Highway Agency,2,Paved,24,2,12,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,62011085,2014,6217,NH 28,NH 28,0729,0151,2,Two-way roadway,2,62011085
CNTR:163023:706,163023,0,0,3806,3806,82163023,82,2013,L4,3,82163023,FRANKLIN,WEST BOW ST WEST OF SANGER ST,0,36409,L1630216__,0,0.21,W Bow St,163,FRANKLIN,0.21,5,Major Collector,31330,Tilton,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,13,MERRIMACK,2,Dist 2 - Colin Van Ostern,82163023,2014,571,NA,NA,0231,0215,2,Two-way roadway,2,82163023
